vid_ID,frame_num,task_var,event,huj_0,huj_1,huj_2
_UkzUg-UIHQ,513,a,birthday party,46,95,100
fsucWkxGVE4,17955,a,birthday party,88,100,99
5zpgg8lQchg,2295,a,birthday party,61,100,54
FtnGrI4k2v4,478,a,birthday party,73,100,99
gdcWcsQ_l_U,3300,a,birthday party,4,50,4
FexAG0oxtDw,595,a,birthday party,90,100,48
banner11,3010,a,protest,2,67,94
banner36,3276,a,protest,31,49,4
banner43,228,a,protest,89,71,82
banner02,2090,a,protest,90,66,95
banner58,640,a,protest,1,89,80
banner54,552,a,protest,70,75,88
4gRjBTFH4mM,175,a,medical procedure (other than COVID test),3,8,12
6x4ZgoAwyQo,260,a,medical procedure (other than COVID test),69,87,98
D12TDsfCzb4,2985,a,medical procedure (other than COVID test),49,100,92
_n5aQixPJkg,1040,a,medical procedure (other than COVID test),3,45,38
eFTcf7SovK4,1650,a,medical procedure (other than COVID test),3,51,26
e8UEl4J418M,994,a,medical procedure (other than COVID test),67,100,99
GPRS1QbPtj4,1008,a,wedding,74,68,100
7NSDVV0g-Eo,492,a,wedding,71,79,100
adpTLWCfu9k,8296,a,wedding,19,89,99
gfDWSjftuA0,5175,a,wedding,72,100,60
0n3gVXmbG-I,22457,a,wedding,48,49,53
4qpTg5E1Xok,133,a,wedding,66,80,100
banner01,1386,a,protest,100,66,100
banner32,4521,a,protest,100,70,100
banner09,984,a,protest,100,86,100
banner14,896,a,protest,100,36,53
banner29,5428,a,protest,51,49,50
banner08,1254,a,protest,0,5,1
R-ekIKPVPLU,305,a,medical procedure (other than COVID test),4,17,17
f6HtqolhKqo,810,a,medical procedure (other than COVID test),16,90,94
kU3Euj7-xVM,2697,a,medical procedure (other than COVID test),20,76,4
0KmTzoa18XQ,5152,a,medical procedure (other than COVID test),14,0,94
co8sDzBuUqI,1738,a,medical procedure (other than COVID test),15,12,17
dITPg8jZegc,4860,a,medical procedure (other than COVID test),90,100,98
ECJxSZXBBk8,2064,a,medical procedure (other than COVID test),62,49,90
Dz5ZVxWit3w,3348,a,medical procedure (other than COVID test),4,25,33
Fj5R_U2TaPk,2774,a,medical procedure (other than COVID test),4,12,1
6x4ZgoAwyQo,4550,a,medical procedure (other than COVID test),5,23,17
6P7zkVLbxWc,290,a,medical procedure (other than COVID test),85,66,98
3rVj5ziqKUg,2938,a,medical procedure (other than COVID test),75,96,93
banner64,340,a,protest,71,100,100
banner11,1892,a,protest,29,49,100
banner37,0,a,protest,30,51,61
banner66,378,a,protest,67,100,100
banner46,5024,a,protest,91,99,100
banner18,1180,a,protest,94,100,59
banner47,3762,a,protest,41,100,100
banner27,2664,a,protest,81,100,23
banner33,6350,a,protest,75,100,99
banner43,627,a,protest,85,100,100
banner22,544,a,protest,84,100,100
banner12,1474,a,protest,56,70,100
FtnGrI4k2v4,52,a,birthday party,23,39,4
eMlspUkrUp4,902,a,birthday party,9,36,4
DwxxLHvp1ho,576,a,birthday party,73,100,100
ERna-mPqw8M,112,a,birthday party,55,34,9
eqhAaAOrw6I,3612,a,birthday party,77,85,47
eISbZutaed8,1668,a,birthday party,21,60,6
cIhak7--M8Q,650,a,medical procedure (other than COVID test),96,98,100
dOkNrT6qqSU,100,a,medical procedure (other than COVID test),14,54,37
uAotk8E_0tM,774,a,medical procedure (other than COVID test),5,53,98
0mzkqSEk-tw,4445,a,medical procedure (other than COVID test),4,0,8
34W38Agu0jg,21,a,medical procedure (other than COVID test),5,14,9
_VOXeUDJf9I,400,a,medical procedure (other than COVID test),5,3,57
79zs_gX2y5Q,8092,a,medical procedure (other than COVID test),4,82,46
9_81OUez2bw,208,a,medical procedure (other than COVID test),95,100,98
Dz5ZVxWit3w,3162,a,medical procedure (other than COVID test),98,100,100
ddzVJ4T1qhs,1305,a,medical procedure (other than COVID test),48,88,91
cIuGwaBFX8I,86,a,medical procedure (other than COVID test),3,15,16
tD_2bLASas8,206,a,medical procedure (other than COVID test),5,29,11
WYF7OP9wBiU,2662,a,parade,47,11,92
MFE_P_eVKZI,142,a,parade,95,100,100
UM4oYR0bNNU,264,a,parade,62,77,3
EpjD9mgeEfA,2988,a,parade,2,1,2
ZKmoKvXeyBc,0,a,parade,86,100,21
YWcPcm7tgIw,1150,a,parade,83,76,100
nnqZqPuPQ7E,2660,a,COVID test,4,13,11
nZ5ARMIiQ4A,693,a,COVID test,4,87,6
n0-ZA-bUF_o,3852,a,COVID test,3,12,2
nfV3pWn3rIA,1653,a,COVID test,75,90,98
aoz22H-Kii8,460,a,COVID test,75,78,97
xhXThd33-cM,4935,a,COVID test,3,5,11
DEiapWRTPIU,2525,a,COVID test,4,81,100
HLIcL6FZ_8M,2314,a,COVID test,48,76,80
nGbf84wW3-M,292,a,COVID test,3,74,11
HkWGjt1p9-0,366,a,COVID test,3,29,10
aoz22H-Kii8,920,a,COVID test,5,80,100
FxAD8xt0WiM,2806,a,COVID test,3,31,7
gfDWSjftuA0,16100,a,wedding,95,100,100
46xhFCXBMJs,7434,a,wedding,93,100,100
9UdFlj9077A,0,a,wedding,3,1,6
GPRS1QbPtj4,1092,a,wedding,96,100,100
8uZD12Hi0h0,2912,a,wedding,93,100,100
_rIeDARnet0,448,a,wedding,84,100,99
eFTcf7SovK4,2175,a,medical procedure (other than COVID test),5,99,100
BH3ZaaxgPuw,624,a,medical procedure (other than COVID test),84,52,95
DST89EJIPzI,3094,a,medical procedure (other than COVID test),92,86,100
ECJxSZXBBk8,172,a,medical procedure (other than COVID test),5,55,5
9_81OUez2bw,65,a,medical procedure (other than COVID test),75,98,100
R-ekIKPVPLU,610,a,medical procedure (other than COVID test),5,14,6
BK_CKC5lw6I,2210,a,wedding,98,88,100
Ayq48hGW07M,408,a,wedding,97,100,95
aFJ7U95QQx4,284,a,wedding,7,71,39
HgxExb4Ig5A,1246,a,wedding,2,29,2
FyLdDChK6sE,136,a,wedding,60,71,27
aJOeRUlrmoQ,1665,a,wedding,66,71,33
banner54,1518,a,protest,78,100,100
banner40,6129,a,protest,86,100,100
banner21,450,a,protest,5,0,49
banner44,1089,a,protest,83,100,100
banner34,672,a,protest,87,100,100
banner62,5328,a,protest,4,1,0
31U5E5xbm9Y,4488,a,wedding,92,100,100
gpvZPb_lUNU,2414,a,wedding,83,100,100
4nAse9fEOww,31401,a,wedding,95,100,97
2g4gLqksTcA,22392,a,wedding,5,1,4
aOOJepvncBE,11286,a,wedding,98,100,100
5A-3of5FoB8,5070,a,wedding,96,100,100
dcINl0zJ_YU,7076,a,wedding,92,100,100
a5_W5FYH5A4,0,a,wedding,3,1,3
HgxExb4Ig5A,445,a,wedding,93,90,95
GPRS1QbPtj4,1386,a,wedding,10,89,1
4nAse9fEOww,1163,a,wedding,80,100,21
5A-3of5FoB8,6825,a,wedding,94,100,100
bUsRnkh7yk4,1200,a,medical procedure (other than COVID test),45,92,53
CtZpSbLwLUM,1875,a,medical procedure (other than COVID test),36,17,100
Ed_AMtyvreU,0,a,medical procedure (other than COVID test),13,57,66
D12TDsfCzb4,796,a,medical procedure (other than COVID test),5,71,56
cIuGwaBFX8I,1419,a,medical procedure (other than COVID test),6,2,21
5TahRMklod8,3216,a,medical procedure (other than COVID test),3,100,52
FyLdDChK6sE,2176,a,wedding,93,88,100
759-RoOmxeo,7769,a,wedding,97,100,100
de8dLXvgV-I,2232,a,wedding,95,78,8
Gyt7uyHxJfo,1059,a,wedding,76,92,100
9VP1n9zTk38,4975,a,wedding,87,87,100
dcINl0zJ_YU,0,a,wedding,3,1,2
pfHGzc3-9B0,2295,a,parade,57,6,1
rIcQ4Knm0Ks,2860,a,parade,100,88,100
t9uDYv8y93g,1475,a,parade,55,85,100
NOGQ3tzoXE8,2475,a,parade,93,52,4
lumus1QxrPY,1925,a,parade,100,82,100
WQr71I7FIWc,630,a,parade,100,91,100
8uZD12Hi0h0,1008,a,wedding,99,100,100
BK_CKC5lw6I,425,a,wedding,97,100,100
a5_W5FYH5A4,1840,a,wedding,49,67,21
HGEDhnHIBio,2794,a,wedding,100,100,100
4nAse9fEOww,12793,a,wedding,100,100,100
g2w7Yu4hMYE,2340,a,wedding,85,74,75
fbY7HoJgtMQ,835,a,wedding,82,85,100
aOOJepvncBE,0,a,wedding,4,1,1
COiFSitg930,11362,a,wedding,94,72,100
9tGS3c1Ja6o,3888,a,wedding,35,17,1
Gwz0Z1qY5Wc,0,a,wedding,3,1,3
44HWfia55q4,808,a,wedding,71,38,28
s7wWKYGtO6U,2800,a,parade,89,76,100
YWcPcm7tgIw,550,a,parade,93,100,100
XhkSoXQj9T8,1700,a,parade,93,100,100
XwGJJR07cp4,0,a,parade,5,1,1
"""-jmFL0i8_ZU""",2175,a,parade,50,100,2
WYF7OP9wBiU,4114,a,parade,8,13,1
banner44,2079,a,protest,67,48,100
banner27,15984,a,protest,78,100,7
banner53,4125,a,protest,90,100,100
banner32,822,a,protest,53,50,5
banner22,608,a,protest,84,100,88
banner35,1848,a,protest,90,100,97
g5r3RI8AG84,4088,a,medical procedure (other than COVID test),66,100,100
PeQhZpfuEx0,1378,a,medical procedure (other than COVID test),56,62,17
_SnhR6gkBpQ,3077,a,medical procedure (other than COVID test),3,15,6
PAfdeTlwa7s,2530,a,medical procedure (other than COVID test),21,37,97
dITPg8jZegc,1800,a,medical procedure (other than COVID test),4,18,23
ckwUrjccl1U,2067,a,medical procedure (other than COVID test),5,47,42
nnqZqPuPQ7E,1900,a,COVID test,2,47,15
5j33uNevAKw,318,a,COVID test,96,100,100
14mRmD8zHOk,2442,a,COVID test,66,70,67
U1mlCwQkNsE,119,a,COVID test,2,20,5
BoHNtTQGnsU,891,a,COVID test,91,100,96
olqe6KS5FmM,1800,a,COVID test,92,100,100
_amwPjAcoC8,0,a,birthday party,49,83,37
eMlspUkrUp4,164,a,birthday party,11,20,20
GUXGq5NlBOQ,3454,a,birthday party,12,75,100
DeQc9JcUhMA,5670,a,birthday party,5,3,100
b9fnQSJOXDA,7595,a,birthday party,89,100,100
19yKVDPGNv0,4320,a,birthday party,66,95,100
ndMrEMyRgQM,2268,a,COVID test,7,88,5
Iu5Zn5dF50M,2618,a,COVID test,69,83,37
Kk3TM-AtRcM,1344,a,COVID test,6,27,24
M59JDLlmFWY,1536,a,COVID test,5,2,2
7oQKaOzzXyc,816,a,COVID test,91,100,68
"""-lcdWy3VPOs""",2916,a,COVID test,23,67,69
fzguPxHw7FQ,6468,a,birthday party,100,65,100
3l0XYe5kjs4,5046,a,birthday party,2,47,74
gAm5bIhCD2M,1819,a,birthday party,3,34,100
9XG1AtbVPt4,63,a,birthday party,100,84,100
7d8gP_PZMjc,16,a,birthday party,5,4,1
gdcWcsQ_l_U,750,a,birthday party,75,77,100
banner29,8260,a,protest,54,50,96
banner38,0,a,protest,4,1,1
banner26,765,a,protest,88,100,70
banner65,1700,a,protest,78,100,92
banner39,1785,a,protest,94,100,96
banner62,1776,a,protest,84,100,100
14mRmD8zHOk,2231,a,COVID test,3,35,97
LCW07ojT-Ak,1376,a,COVID test,71,75,99
DEiapWRTPIU,0,a,COVID test,84,88,100
KIShK9Z4lWQ,5040,a,COVID test,3,1,1
AAFG_UAyTt0,2020,a,COVID test,95,100,99
ChnkhihFLrI,3729,a,COVID test,3,11,8
yxiLs_lXrV4,6525,a,medical procedure (other than COVID test),4,9,10
BH3ZaaxgPuw,1092,a,medical procedure (other than COVID test),80,52,100
_E4w1_WoqEc,148,a,medical procedure (other than COVID test),3,18,5
3rVj5ziqKUg,1130,a,medical procedure (other than COVID test),87,100,83
e8UEl4J418M,1278,a,medical procedure (other than COVID test),91,100,97
79zs_gX2y5Q,2856,a,medical procedure (other than COVID test),58,3,94
banner18,4012,a,protest,71,100,100
banner66,594,a,protest,64,100,99
banner11,2838,a,protest,70,75,77
banner40,5675,a,protest,79,100,24
banner37,1576,a,protest,31,50,30
banner35,77,a,protest,72,100,91
yFHY9bLtDaQ,1836,a,parade,100,33,1
s10ko_TdA_8,2106,a,parade,100,95,2
wjgtyMM2MYs,1275,a,parade,2,18,0
t9uDYv8y93g,1947,a,parade,4,3,1
UXEKw2QFUa4,4480,a,parade,3,5,2
pLaAp_O1eFo,204,a,parade,100,72,88
QELVDv9vhIE,2139,a,parade,96,100,100
NUoY6aBmKNY,2332,a,parade,98,100,100
s10ko_TdA_8,2025,a,parade,97,100,100
W8dq1uH9V5o,1711,a,parade,15,26,10
XhkSoXQj9T8,1150,a,parade,98,69,100
UXEKw2QFUa4,256,a,parade,97,100,100
ddzVJ4T1qhs,3190,a,medical procedure (other than COVID test),4,48,100
ECJxSZXBBk8,1032,a,medical procedure (other than COVID test),4,5,1
R-ekIKPVPLU,1037,a,medical procedure (other than COVID test),55,44,98
e8UEl4J418M,2485,a,medical procedure (other than COVID test),3,8,0
DST89EJIPzI,357,a,medical procedure (other than COVID test),44,93,91
dITPg8jZegc,1980,a,medical procedure (other than COVID test),3,100,16
gl_ulT-BbLw,23125,a,birthday party,78,100,65
gNlCq00gItY,2366,a,birthday party,21,10,4
_amwPjAcoC8,10946,a,birthday party,26,16,7
a4XhrObLzkM,5565,a,birthday party,89,88,100
fwpYnUDbusw,0,a,birthday party,87,100,100
GUXGq5NlBOQ,4710,a,birthday party,59,30,4
LCW07ojT-Ak,2494,a,COVID test,6,10,6
tB3ScSis4ZI,321,a,COVID test,5,85,27
DSrWjVyxEeg,350,a,COVID test,95,100,100
7oQKaOzzXyc,1020,a,COVID test,96,100,94
o9IYeMJG6rc,2604,a,COVID test,5,51,100
kZhSPnnXyPo,2616,a,COVID test,4,1,10
GXZK7aGNpUw,5088,a,birthday party,48,69,100
DVA0Np9bIO4,1551,a,birthday party,92,100,100
7wgDnx9iQfY,3045,a,birthday party,33,81,100
2DFAQAGZEAs,3696,a,birthday party,5,4,0
fxzxifJEE_8,110,a,birthday party,82,100,100
cNtI9QczpnA,984,a,birthday party,5,5,3
Hdjm5SEBl8A,485,a,COVID test,58,65,20
NYDqFK_W9E8,2856,a,COVID test,5,22,7
CbX_cJxEsG8,800,a,COVID test,10,22,33
AAFG_UAyTt0,2727,a,COVID test,5,97,100
nGbf84wW3-M,2190,a,COVID test,61,86,99
tB3ScSis4ZI,2568,a,COVID test,7,67,6
BoHNtTQGnsU,162,a,COVID test,19,66,93
CbX_cJxEsG8,600,a,COVID test,29,80,3
o9IYeMJG6rc,2883,a,COVID test,3,22,1
oh0gHw8JCRk,3328,a,COVID test,6,17,15
gtYImU6ELks,1770,a,COVID test,95,100,100
vl4qPtARm2E,2193,a,COVID test,40,85,7
eVBD7TQLS-E,3000,a,medical procedure (other than COVID test),88,100,100
_n5aQixPJkg,1872,a,medical procedure (other than COVID test),8,75,8
Fj5R_U2TaPk,1460,a,medical procedure (other than COVID test),7,19,9
4mPI1ILo17w,261,a,medical procedure (other than COVID test),3,100,11
D12TDsfCzb4,2587,a,medical procedure (other than COVID test),92,100,99
bUsRnkh7yk4,800,a,medical procedure (other than COVID test),94,85,49
9tsujxIvqw4,345,a,COVID test,96,100,100
DSrWjVyxEeg,70,a,COVID test,15,74,93
ec0gle7LF3A,2610,a,COVID test,30,78,100
MEiGp8pIuXM,3536,a,COVID test,17,81,97
LCW07ojT-Ak,688,a,COVID test,51,100,88
U4c8adLgEd0,105,a,COVID test,3,85,13
eMlspUkrUp4,1476,a,birthday party,57,100,100
DwxxLHvp1ho,5184,a,birthday party,12,55,1
fzguPxHw7FQ,3003,a,birthday party,77,81,100
FexAG0oxtDw,357,a,birthday party,83,100,73
9XG1AtbVPt4,243,a,birthday party,84,100,100
eYGGZV-JqvI,2756,a,birthday party,4,37,3
9XG1AtbVPt4,27,a,birthday party,92,100,97
fgLxUND-dvQ,1572,a,birthday party,70,82,57
gAm5bIhCD2M,3638,a,birthday party,79,96,45
3l0XYe5kjs4,24389,a,birthday party,5,1,7
_UkzUg-UIHQ,19,a,birthday party,56,88,56
4z4FuYhnakQ,3990,a,birthday party,5,20,7
banner09,820,a,protest,83,79,100
banner30,4444,a,protest,28,84,100
banner58,1024,a,protest,85,100,100
banner01,1890,a,protest,81,100,52
banner08,1330,a,protest,3,0,4
banner55,702,a,protest,88,100,100
s7wWKYGtO6U,2464,a,parade,95,78,96
6rQAzqQO83E,1080,a,parade,56,56,2
W8dq1uH9V5o,295,a,parade,30,24,1
XhkSoXQj9T8,1600,a,parade,95,80,100
LyPzt5BhIEU,1122,a,parade,10,0,3
97tDHvp036s,472,a,parade,17,8,3
DoS4Y-KGezU,13160,a,birthday party,65,72,100
5NyDtpFnEHA,13568,a,birthday party,74,78,2
6VC9ci9TnHE,534,a,birthday party,6,51,1
4z4FuYhnakQ,3192,a,birthday party,53,33,1
46aBbmgwhi8,4669,a,birthday party,82,100,100
gl_ulT-BbLw,22200,a,birthday party,70,55,93
Sc3GnZFDstw,420,a,COVID test,5,80,4
KIShK9Z4lWQ,980,a,COVID test,30,39,9
gtYImU6ELks,3540,a,COVID test,4,100,100
nfV3pWn3rIA,783,a,COVID test,2,3,12
ChnkhihFLrI,339,a,COVID test,3,14,17
Hdjm5SEBl8A,3007,a,COVID test,3,71,87
adpTLWCfu9k,6588,a,wedding,62,80,100
7NSDVV0g-Eo,772,a,wedding,48,80,86
aJOeRUlrmoQ,5180,a,wedding,94,100,100
Ayq48hGW07M,68,a,wedding,6,45,0
9UdFlj9077A,36585,a,wedding,99,100,100
44HWfia55q4,2727,a,wedding,36,62,4
gl_ulT-BbLw,19425,a,birthday party,73,90,100
gdcWcsQ_l_U,4950,a,birthday party,9,2,8
DwxxLHvp1ho,6336,a,birthday party,26,0,9
eISbZutaed8,4587,a,birthday party,59,59,11
b9fnQSJOXDA,2387,a,birthday party,91,100,100
DoS4Y-KGezU,5640,a,birthday party,64,88,97
DWyUaFsyd-g,120,a,medical procedure (other than COVID test),69,69,100
fmPTpwdHqa4,1206,a,medical procedure (other than COVID test),92,88,100
e8UEl4J418M,710,a,medical procedure (other than COVID test),97,99,100
g5r3RI8AG84,4526,a,medical procedure (other than COVID test),14,52,7
PAfdeTlwa7s,2990,a,medical procedure (other than COVID test),4,12,7
Ed_AMtyvreU,784,a,medical procedure (other than COVID test),95,100,79
fbY7HoJgtMQ,4676,a,wedding,46,53,10
dI6S2OZBY4E,1962,a,wedding,93,100,100
de8dLXvgV-I,0,a,wedding,10,3,9
2um9Pbu5BO4,2380,a,wedding,92,100,100
HgxExb4Ig5A,2937,a,wedding,86,89,99
759-RoOmxeo,914,a,wedding,59,60,22
BoHNtTQGnsU,1944,a,COVID test,75,100,97
o9IYeMJG6rc,2325,a,COVID test,74,19,96
"""-lcdWy3VPOs""",1512,a,COVID test,88,88,97
U1mlCwQkNsE,952,a,COVID test,57,85,6
DEiapWRTPIU,606,a,COVID test,94,100,100
n0-ZA-bUF_o,2568,a,COVID test,4,15,5
banner31,5088,a,protest,79,100,100
banner26,357,a,protest,56,100,100
banner02,3420,a,protest,4,1,0
banner14,2240,a,protest,50,100,93
banner43,551,a,protest,77,100,94
banner09,0,a,protest,4,1,0
GXZK7aGNpUw,2862,a,birthday party,56,59,6
6fdzHKRMn6Q,912,a,birthday party,9,0,3
4z4FuYhnakQ,912,a,birthday party,66,100,100
_amwPjAcoC8,12630,a,birthday party,12,69,5
eqhAaAOrw6I,4515,a,birthday party,3,1,11
gNlCq00gItY,6006,a,birthday party,9,56,37
banner67,1628,a,protest,70,100,90
banner27,1776,a,protest,95,100,85
banner43,95,a,protest,80,100,85
banner34,7840,a,protest,82,100,83
banner23,5544,a,protest,76,100,90
banner45,1122,a,protest,40,54,82
5NyDtpFnEHA,5088,a,birthday party,73,75,100
cBr1FeeNtFg,16653,a,birthday party,62,39,100
2DFAQAGZEAs,3360,a,birthday party,100,77,100
eMlspUkrUp4,82,a,birthday party,21,93,76
eISbZutaed8,2641,a,birthday party,0,18,1
fxzxifJEE_8,242,a,birthday party,0,30,1
6fdzHKRMn6Q,816,a,birthday party,5,6,1
DwxxLHvp1ho,6528,a,birthday party,14,46,0
2q0s_YRLAps,13821,a,birthday party,67,51,100
DoS4Y-KGezU,4230,a,birthday party,85,77,100
46aBbmgwhi8,3059,a,birthday party,85,84,100
6VC9ci9TnHE,89,a,birthday party,82,100,100
NUoY6aBmKNY,424,a,parade,52,84,100
EpjD9mgeEfA,415,a,parade,11,100,100
ujwTA68t3qI,2604,a,parade,7,35,5
XhkSoXQj9T8,500,a,parade,91,78,100
UM4oYR0bNNU,396,a,parade,91,75,15
bM6Dy1O13GU,292,a,parade,7,85,6
"""-jmFL0i8_ZU""",1050,a,parade,60,100,100
UM4oYR0bNNU,1540,a,parade,82,75,97
ujwTA68t3qI,1767,a,parade,87,100,91
6JIdatdtxC4,924,a,parade,32,46,55
cMyKA8oVgdQ,3770,a,parade,84,100,60
lumus1QxrPY,110,a,parade,84,100,47
banner43,494,a,protest,61,100,100
banner30,808,a,protest,81,100,100
banner14,192,a,protest,82,100,98
banner13,5113,a,protest,4,1,5
banner53,2000,a,protest,92,100,97
banner12,737,a,protest,88,100,90
2q0s_YRLAps,13008,a,birthday party,74,49,100
D9EjcfgEaNo,21352,a,birthday party,50,54,1
DVA0Np9bIO4,3948,a,birthday party,90,100,100
DwxxLHvp1ho,5952,a,birthday party,3,45,2
16IndzFp8HQ,7304,a,birthday party,4,52,100
6fdzHKRMn6Q,192,a,birthday party,95,100,99
pLaAp_O1eFo,3060,a,parade,92,100,100
pOCLZsJLu00,2538,a,parade,96,100,100
XwGJJR07cp4,4318,a,parade,94,100,100
yFHY9bLtDaQ,3240,a,parade,17,51,3
R9-GPHlze48,980,a,parade,94,86,100
RjyFJj1K9gU,1760,a,parade,95,100,59
9_81OUez2bw,351,a,medical procedure (other than COVID test),89,100,100
dITPg8jZegc,0,a,medical procedure (other than COVID test),4,1,5
DWyUaFsyd-g,552,a,medical procedure (other than COVID test),87,76,6
eVBD7TQLS-E,2520,a,medical procedure (other than COVID test),83,100,89
R-ekIKPVPLU,2074,a,medical procedure (other than COVID test),91,16,100
f6HtqolhKqo,1620,a,medical procedure (other than COVID test),83,100,95
tB3ScSis4ZI,749,a,COVID test,32,69,100
HkWGjt1p9-0,2806,a,COVID test,4,34,1
ChnkhihFLrI,2373,a,COVID test,3,28,1
7oQKaOzzXyc,544,a,COVID test,9,100,100
mSbitxEwU2M,74,a,COVID test,4,46,4
xhXThd33-cM,141,a,COVID test,3,22,10
_E4w1_WoqEc,0,a,medical procedure (other than COVID test),5,1,5
R-ekIKPVPLU,1464,a,medical procedure (other than COVID test),6,18,4
fmPTpwdHqa4,3216,a,medical procedure (other than COVID test),81,98,99
co8sDzBuUqI,4424,a,medical procedure (other than COVID test),30,54,88
34W38Agu0jg,378,a,medical procedure (other than COVID test),91,83,100
bUsRnkh7yk4,1800,a,medical procedure (other than COVID test),96,100,100
NUoY6aBmKNY,1696,a,parade,5,100,33
Mwq_a5R-iLY,742,a,parade,79,100,100
MFE_P_eVKZI,1917,a,parade,93,100,100
yKOfh_rc7HY,1248,a,parade,79,100,100
NOGQ3tzoXE8,495,a,parade,21,84,20
uf6jIXtHQ8c,1428,a,parade,8,3,72
HpLQCPkGLhs,585,a,birthday party,12,15,3
46aBbmgwhi8,966,a,birthday party,85,100,100
6VC9ci9TnHE,2136,a,birthday party,17,59,1
G7Qs8ewt8B4,2800,a,birthday party,21,23,1
7wgDnx9iQfY,735,a,birthday party,94,100,100
gAm5bIhCD2M,2782,a,birthday party,7,65,6
banner54,138,a,protest,100,73,100
banner31,0,a,protest,1,6,3
banner09,2296,a,protest,22,35,90
banner38,2070,a,protest,100,79,78
banner58,480,a,protest,99,75,87
banner11,1462,a,protest,17,40,57
QbC6dLG_dQY,816,a,parade,71,77,79
R9-GPHlze48,770,a,parade,94,83,53
LyPzt5BhIEU,510,a,parade,22,0,9
AAtnZ6mv38k,142,a,parade,22,0,81
s10ko_TdA_8,162,a,parade,11,88,7
tS3U1j-YFLw,1363,a,parade,31,49,70
7NSDVV0g-Eo,700,a,wedding,61,65,46
46xhFCXBMJs,10325,a,wedding,75,100,100
9UdFlj9077A,27100,a,wedding,95,100,100
3-sFLOcz_1I,4994,a,wedding,94,100,100
FyLdDChK6sE,4624,a,wedding,4,2,3
ATAYjBsD7_8,462,a,wedding,74,94,97
HkWGjt1p9-0,732,a,COVID test,4,100,86
ec0gle7LF3A,630,a,COVID test,5,84,2
ChnkhihFLrI,791,a,COVID test,51,100,100
Kk3TM-AtRcM,84,a,COVID test,3,14,17
Hdjm5SEBl8A,2619,a,COVID test,4,36,2
U1mlCwQkNsE,2618,a,COVID test,72,96,64
HkWGjt1p9-0,3660,a,COVID test,5,71,18
U4c8adLgEd0,2205,a,COVID test,19,48,100
ndMrEMyRgQM,336,a,COVID test,4,100,24
9tsujxIvqw4,2139,a,COVID test,5,7,100
Kk3TM-AtRcM,1764,a,COVID test,4,23,5
"""-lcdWy3VPOs""",3888,a,COVID test,3,1,1
DSrWjVyxEeg,2450,a,COVID test,3,19,1
9WayjX6vCdk,1691,a,COVID test,91,100,100
NYDqFK_W9E8,2436,a,COVID test,7,60,2
nZ5ARMIiQ4A,990,a,COVID test,80,100,99
FxAD8xt0WiM,1464,a,COVID test,6,37,94
hDma7N2a3m4,1128,a,COVID test,5,18,4
banner21,2250,a,protest,54,100,98
banner32,0,a,protest,26,13,7
banner55,432,a,protest,66,100,100
banner63,0,a,protest,88,100,90
banner64,1445,a,protest,82,100,89
banner01,4032,a,protest,88,100,85
9tsujxIvqw4,2415,a,COVID test,3,9,30
9WayjX6vCdk,2492,a,COVID test,44,100,97
AAFG_UAyTt0,303,a,COVID test,75,96,83
o9IYeMJG6rc,0,a,COVID test,87,92,95
HJsKFGUE-Ak,1176,a,COVID test,91,95,2
IV4fpTCAUUM,976,a,COVID test,71,93,95
ZKmoKvXeyBc,1365,a,parade,87,100,100
uf6jIXtHQ8c,2244,a,parade,93,100,86
fNu-RiZEhqk,1048,a,parade,96,100,48
W8dq1uH9V5o,1829,a,parade,53,13,17
i9Y6mLjjT-4,2449,a,parade,95,100,89
QELVDv9vhIE,1725,a,parade,97,100,59
RvGDhjkZ_Gg,1378,a,COVID test,4,13,5
nGbf84wW3-M,1168,a,COVID test,92,87,41
wI5APoy7LWU,384,a,COVID test,4,61,33
utcuUvRYxfI,3502,a,COVID test,4,20,21
kZhSPnnXyPo,327,a,COVID test,5,95,72
Hdjm5SEBl8A,2231,a,COVID test,91,99,99
3-sFLOcz_1I,0,a,wedding,2,1,2
g2w7Yu4hMYE,900,a,wedding,99,80,95
2g4gLqksTcA,8086,a,wedding,98,100,100
byhX5cDBYxA,4900,a,wedding,98,100,39
9VP1n9zTk38,6766,a,wedding,100,99,99
Gyt7uyHxJfo,389,a,wedding,99,100,98
banner39,1224,a,protest,62,99,90
banner08,456,a,protest,86,100,71
banner38,1380,a,protest,81,99,90
banner54,644,a,protest,78,100,91
banner23,6930,a,protest,53,100,92
banner25,798,a,protest,87,100,88
FyLdDChK6sE,2040,a,wedding,11,1,0
de8dLXvgV-I,9672,a,wedding,97,100,100
"""-El_iQ0i5Og""",1148,a,wedding,28,30,3
Bp8t824h5NE,1936,a,wedding,23,35,1
dI6S2OZBY4E,0,a,wedding,4,1,5
Gwz0Z1qY5Wc,3289,a,wedding,64,32,89
UXEKw2QFUa4,2560,a,parade,95,100,100
MFE_P_eVKZI,1420,a,parade,97,70,100
yKOfh_rc7HY,3264,a,parade,56,100,23
yETzf3GqEbs,2575,a,parade,61,53,49
WYF7OP9wBiU,2904,a,parade,57,51,15
i9Y6mLjjT-4,237,a,parade,43,53,7
Sc3GnZFDstw,3255,a,COVID test,6,1,1
9tsujxIvqw4,207,a,COVID test,12,61,96
mSbitxEwU2M,740,a,COVID test,26,85,100
AAFG_UAyTt0,1313,a,COVID test,5,91,2
